x, y, trajectory_l, trajectory_r
59.59420584155656, 76.6725148792939, 59.59420584155656, 80.67853798691131
58.901822724079345, 73.07573353642348, 58.901822724079345, 80.50510090171102
55.662049021821254, 69.9292014040112, 55.662049021821254, 79.58218914169485
59.183916305604185, 73.35782711794833, 59.183916305604185, 80.78719448323587
56.98149018104949, 69.1664052603068, 56.98149018104949, 80.40944018104948
59.377885088065334, 74.80531140040948, 59.377885088065334, 80.78860896326933
58.53245038792198, 71.34591829741227, 58.53245038792198, 80.41158802703752
58.61050211319673, 71.42397002268702, 58.61050211319673, 80.48963975231227
59.45900296761563, 74.88642927995977, 59.45900296761563, 80.86972684281963
57.86747074800401, 68.54272724542581, 57.86747074800401, 80.26706812479907
57.372035389239414, 70.57229802349673, 57.372035389239414, 80.79998538923941
57.162885066175505, 69.34780014543281, 57.162885066175505, 80.5908350661755
57.62136989231238, 68.29662638973417, 57.62136989231238, 80.02096726910744
59.226334157964594, 73.40024497030873, 59.226334157964594, 80.82961233559627
58.521470673517705, 71.33493858300798, 58.521470673517705, 80.40060831263325
58.954291115136115, 73.12820192748025, 58.954291115136115, 80.55756929276778
57.46479714964454, 70.66505978390185, 57.46479714964454, 80.89274714964453
57.98660271036179, 68.66185920778358, 57.98660271036179, 80.38620008715685
58.256762902709504, 70.05488325719979, 58.256762902709504, 80.45700781134522
60.047391891834835, 77.12570092957218, 60.047391891834835, 81.13172403718958
56.64211538391638, 67.68093871081982, 56.64211538391638, 80.07006538391637
58.390273300239464, 71.20374120972974, 58.390273300239464, 80.26941093935501
60.311316140355665, 80.94343931741875, 60.311316140355665, 80.94343931741875
57.504084011898485, 70.7043466461558, 57.504084011898485, 80.93203401189848
57.74563862155349, 68.42089511897528, 57.74563862155349, 80.14523599834855
58.57264528575512, 71.3861131952454, 58.57264528575512, 80.45178292487067
58.47519837982734, 71.28866628931762, 58.47519837982734, 80.35433601894289
56.22322406442731, 67.26204739133075, 56.22322406442731, 79.65117406442731
57.81238013504466, 68.48763663246645, 57.81238013504466, 80.21197751183972
57.016023246047105, 69.20093832530442, 57.016023246047105, 80.4439732460471
57.90534409057869, 68.58060058800048, 57.90534409057869, 80.30494146737375
57.98837286551567, 68.66362936293747, 57.98837286551567, 80.38797024231073
57.927720451172405, 68.60297694859419, 57.927720451172405, 80.32731782796746
57.13749743606886, 69.32241251532618, 57.13749743606886, 80.56544743606885
58.87600916299562, 73.04991997533976, 58.87600916299562, 80.4792873406273
58.252245339509, 70.05036569399928, 58.252245339509, 80.45249024814471
59.85262108765417, 76.9309301253915, 59.85262108765417, 80.93695323300891
57.672563579789575, 68.34782007721137, 57.672563579789575, 80.07216095658464
58.54802021457547, 71.36148812406576, 58.54802021457547, 80.42715785369101
56.77308260044421, 67.81190592734765, 56.77308260044421, 80.20103260044421
59.42773443470656, 74.8551607470507, 59.42773443470656, 80.83845830991055
57.46072244016059, 70.6609850744179, 57.46072244016059, 80.88867244016059
58.2954587918038, 70.09357914629409, 58.2954587918038, 80.49570370043952
59.07174835920117, 73.24565917154531, 59.07174835920117, 80.67502653683285
59.638607486122325, 76.71691652385967, 59.638607486122325, 80.72293963147708
57.349373980902584, 70.5496366151599, 57.349373980902584, 80.77732398090258
58.15649948299815, 69.95461983748844, 58.15649948299815, 80.35674439163387
59.42901988426896, 74.8564461966131, 59.42901988426896, 80.83974375947295
57.97193355024489, 68.64719004766668, 57.97193355024489, 80.37153092703996
58.713316672962065, 71.52678458245235, 58.713316672962065, 80.5924543120776
58.63093676925879, 71.44440467874907, 58.63093676925879, 80.51007440837434
58.475280290640086, 71.28874820013037, 58.475280290640086, 80.35441792975563
58.23409999784628, 70.03222035233657, 58.23409999784628, 80.434344906482
59.44824916918269, 74.87567548152683, 59.44824916918269, 80.85897304438669
59.675436891500816, 76.75374592923815, 59.675436891500816, 80.75976903685556
59.767471314554655, 76.84578035229198, 59.767471314554655, 80.85180345990939
56.844667686764005, 67.88349101366744, 56.844667686764005, 80.27261768676401
56.68959521979008, 67.72841854669352, 56.68959521979008, 80.11754521979007
59.162621731222174, 73.33653254356632, 59.162621731222174, 80.76589990885385
59.28802836894765, 74.71545468129179, 59.28802836894765, 80.69875224415165
57.776235376337596, 68.4514918737594, 57.776235376337596, 80.17583275313265
58.76432911294025, 71.57779702243053, 58.76432911294025, 80.6434667520558
58.81554894238464, 71.62901685187491, 58.81554894238464, 80.69468658150019
57.78395252380777, 68.45920902122957, 57.78395252380777, 80.18354990060283
57.77144411178239, 68.44670060920417, 57.77144411178239, 80.17104148857744
57.906207954582925, 68.58146445200471, 57.906207954582925, 80.30580533137798
58.66801568977092, 71.4814835992612, 58.66801568977092, 80.54715332888647
59.071483740040726, 73.24539455238487, 59.071483740040726, 80.6747619176724
59.51652455161111, 74.94395086395525, 59.51652455161111, 80.92724842681511
60.03563816349162, 77.11394720122895, 60.03563816349162, 81.11997030884636
59.82847852644272, 76.90678756418005, 59.82847852644272, 80.91281067179746
59.66426932836383, 76.74257836610117, 59.66426932836383, 80.74860147371858
56.930751968699155, 69.11566704795646, 56.930751968699155, 80.35870196869915
59.59009128276883, 76.66840032050617, 59.59009128276883, 80.67442342812357
57.965980895446805, 68.6412373928686, 57.965980895446805, 80.36557827224186
58.3675108233067, 70.165631177797, 58.3675108233067, 80.56775573194243
58.24929269874467, 70.04741305323495, 58.24929269874467, 80.44953760738038
57.52246675665711, 70.72272939091442, 57.52246675665711, 80.9504167566571
59.95526679529354, 77.03357583303087, 59.95526679529354, 81.03959894064828
59.15435975663295, 73.32827056897709, 59.15435975663295, 80.75763793426462
60.072398242271056, 78.6982572800084, 60.072398242271056, 81.06154972995465
59.76981058836826, 76.8481196261056, 59.76981058836826, 80.85414273372301
59.58862137890048, 76.66693041663781, 59.58862137890048, 80.67295352425522
59.78586353844256, 76.8641725761799, 59.78586353844256, 80.8701956837973
59.381476245564045, 74.8089025579082, 59.381476245564045, 80.79220012076803
58.156942099487594, 69.95506245397789, 58.156942099487594, 80.35718700812332
59.59576603680254, 76.67407507453987, 59.59576603680254, 80.68009818215728
59.17381160119273, 73.34772241353687, 59.17381160119273, 80.7770897788244
56.81253306182767, 67.8513563887311, 56.81253306182767, 80.24048306182767
57.256349993489884, 69.4412650727472, 57.256349993489884, 80.68429999348989
59.877393836974626, 76.95570287471196, 59.877393836974626, 80.96172598232937
57.62286026519335, 68.29811676261515, 57.62286026519335, 80.02245764198841
57.47069968422202, 70.67096231847933, 57.47069968422202, 80.89864968422201
58.60812537954994, 71.42159328904022, 58.60812537954994, 80.48726301866549
58.99986200215319, 73.17377281449733, 58.99986200215319, 80.60314017978486
57.62933702111119, 68.30459351853298, 57.62933702111119, 80.02893439790626
57.57949473106122, 68.25475122848302, 57.57949473106122, 79.97909210785627
58.86600397886338, 73.03991479120752, 58.86600397886338, 80.46928215649505
57.70386600608871, 68.3791225035105, 57.70386600608871, 80.10346338288377
60.33620840365295, 80.96833158071604, 60.33620840365295, 80.96833158071604
59.55680348907724, 74.98422980142138, 59.55680348907724, 80.96752736428124
59.34444889134312, 74.77187520368727, 59.34444889134312, 80.7551727665471
57.26819169343125, 70.46845432768856, 57.26819169343125, 80.69614169343124
60.47002772638291, 81.102150903446, 60.47002772638291, 81.102150903446
57.81369734359426, 68.48895384101606, 57.81369734359426, 80.21329472038931
60.825522510574835, 79.05422962819713, 60.825522510574835, 81.20679072530558
59.25048750645508, 73.42439831879922, 59.25048750645508, 80.85376568408675
59.029249305426, 73.20316011777014, 59.029249305426, 80.63252748305767
60.11207310867493, 78.73793214641228, 60.11207310867493, 81.10122459635852
58.44906435727527, 71.26253226676555, 58.44906435727527, 80.32820199639082
57.46717999259475, 70.66744262685206, 57.46717999259475, 80.89512999259475
59.448315564663154, 74.8757418770073, 59.448315564663154, 80.85903943986715
57.77162365739272, 68.44688015481451, 57.77162365739272, 80.17122103418778
57.80167805862989, 68.47693455605169, 57.80167805862989, 80.20127543542495
56.439234833116714, 67.47805816002015, 56.439234833116714, 79.86718483311671
57.60421946602473, 68.27947596344653, 57.60421946602473, 80.00381684281979
60.03846501499169, 77.11677405272901, 60.03846501499169, 81.12279716034642
58.615959751173314, 71.42942766066359, 58.615959751173314, 80.49509739028886
58.32449502537235, 70.12261537986264, 58.32449502537235, 80.52473993400807
57.99789045293866, 68.67314695036045, 57.99789045293866, 80.39748782973372
56.93420998105103, 69.11912506030835, 56.93420998105103, 80.36215998105102
60.15964319483178, 78.78550223256913, 60.15964319483178, 81.14879468251537
58.92504528544605, 73.0989560977902, 58.92504528544605, 80.52832346307773
57.62178315405493, 68.29703965147672, 57.62178315405493, 80.02138053085
58.81887705171919, 71.63234496120947, 58.81887705171919, 80.69801469083474
61.23073967992245, 76.43703452293795, 61.23073967992245, 81.29338107318011
60.24218523057046, 80.87430840763355, 60.24218523057046, 80.87430840763355
59.10057130717083, 73.27448211951497, 59.10057130717083, 80.7038494848025
59.01971458349498, 73.19362539583912, 59.01971458349498, 80.62299276112665
59.128313798335554, 73.30222461067969, 59.128313798335554, 80.73159197596722
59.55206159971884, 74.97948791206298, 59.55206159971884, 80.96278547492284
59.17058606559079, 73.34449687793493, 59.17058606559079, 80.77386424322246
58.724885261057196, 71.53835317054747, 58.724885261057196, 80.60402290017275
57.42148472042336, 70.62174735468066, 57.42148472042336, 80.84943472042336
58.64467966225632, 71.45814757174661, 58.64467966225632, 80.52381730137186
58.74021459429306, 71.55368250378334, 58.74021459429306, 80.6193522334086
58.90236536831145, 73.0762761806556, 58.90236536831145, 80.50564354594313
57.77193351107995, 68.44719000850175, 57.77193351107995, 80.17153088787501
58.38179299392642, 71.1952609034167, 58.38179299392642, 80.26093063304197
57.291896193548176, 70.49215882780548, 57.291896193548176, 80.71984619354818
58.08715353602099, 69.88527389051129, 58.08715353602099, 80.28739844465672
58.84811557063981, 71.66158348013009, 58.84811557063981, 80.72725320975536
58.938309838462786, 73.11222065080692, 58.938309838462786, 80.54158801609445
57.29647161696873, 70.49673425122604, 57.29647161696873, 80.72442161696873
57.89071256934937, 68.56596906677116, 57.89071256934937, 80.29030994614443
57.21420028708835, 69.39911536634567, 57.21420028708835, 80.64215028708834
59.72719668144959, 76.80550571918693, 59.72719668144959, 80.81152882680433
60.83817103121576, 79.06687814883806, 60.83817103121576, 81.2194392459465
59.56004258306068, 74.98746889540482, 59.56004258306068, 80.97076645826468
58.346581821179335, 70.14470217566962, 58.346581821179335, 80.54682672981505
57.326656025464864, 70.52691865972217, 57.326656025464864, 80.75460602546487
58.17457578841576, 69.97269614290605, 58.17457578841576, 80.37482069705148
57.35553285288573, 70.55579548714304, 57.35553285288573, 80.78348285288573
59.240861494495, 73.41477230683914, 59.240861494495, 80.84413967212667
59.84830534310074, 76.92661438083807, 59.84830534310074, 80.93263748845548
58.56249000811081, 71.37595791760108, 58.56249000811081, 80.44162764722635
59.30808844792964, 74.73551476027379, 59.30808844792964, 80.71881232313363
59.12046930307988, 73.29438011542402, 59.12046930307988, 80.72374748071155
58.05526341519234, 68.73051991261413, 58.05526341519234, 80.4548607919874
60.21541561291923, 78.84127465065657, 60.21541561291923, 81.20456710060282
60.206567011039496, 78.83242604877685, 60.206567011039496, 81.1957184987231
58.55665148797992, 71.37011939747019, 58.55665148797992, 80.43578912709548
58.80353357692574, 71.61700148641602, 58.80353357692574, 80.68267121604129
58.66854103527041, 71.4820089447607, 58.66854103527041, 80.54767867438595
56.33203440721825, 67.37085773412169, 56.33203440721825, 79.75998440721825
59.08768905429013, 73.26159986663427, 59.08768905429013, 80.6909672319218
57.457106891322894, 70.65736952558021, 57.457106891322894, 80.88505689132289
59.58052851948221, 76.65883755721954, 59.58052851948221, 80.66486066483695
59.06246109368761, 73.23637190603175, 59.06246109368761, 80.66573927131928
58.5929207959647, 71.40638870545497, 58.5929207959647, 80.47205843508026
58.694184971240226, 71.5076528807305, 58.694184971240226, 80.57332261035577
59.349050175497894, 74.77647648784205, 59.349050175497894, 80.75977405070188
58.81905160830789, 71.63251951779817, 58.81905160830789, 80.69818924742343
58.968039765470806, 73.14195057781494, 58.968039765470806, 80.57131794310247
57.227750437630846, 69.41266551688815, 57.227750437630846, 80.65570043763084
59.02887361622971, 73.20278442857385, 59.02887361622971, 80.63215179386138
57.98771445547886, 68.66297095290065, 57.98771445547886, 80.38731183227392
58.56297369177465, 71.37644160126493, 58.56297369177465, 80.4421113308902
57.7817581837211, 68.4570146811429, 57.7817581837211, 80.18135556051617
59.47767609240891, 74.90510240475305, 59.47767609240891, 80.88839996761291
58.238401563546184, 70.03652191803647, 58.238401563546184, 80.4386464721819
57.64818131888684, 68.32343781630864, 57.64818131888684, 80.0477786956819
58.551379216020564, 71.36484712551085, 58.551379216020564, 80.4305168551361
57.00027151589692, 69.18518659515424, 57.00027151589692, 80.42822151589691
58.57537133986783, 71.3888392493581, 58.57537133986783, 80.45450897898338
58.02346940490842, 68.69872590233021, 58.02346940490842, 80.42306678170348
58.84544096454193, 71.6589088740322, 58.84544096454193, 80.72457860365748
57.006398225494316, 69.19131330475163, 57.006398225494316, 80.4343482254943
60.66064992237409, 77.19186401445387, 60.66064992237409, 81.13614992237409
59.446485647536505, 74.87391195988064, 59.446485647536505, 80.8572095227405
59.09721105605851, 73.27112186840266, 59.09721105605851, 80.70048923369019
58.6800041701765, 71.49347207966677, 58.6800041701765, 80.55914180929206
58.07551647322989, 69.87363682772018, 58.07551647322989, 80.2757613818656
57.229095297770805, 69.41401037702812, 57.229095297770805, 80.65704529777081
57.55577737885729, 68.23103387627908, 57.55577737885729, 79.95537475565236
58.307779463128995, 70.10589981761927, 58.307779463128995, 80.5080243717647
58.787420140007995, 71.60088804949827, 58.787420140007995, 80.66655777912355
58.976395227655985, 73.15030604000013, 58.976395227655985, 80.57967340528766
58.34156488847688, 70.13968524296718, 58.34156488847688, 80.5418097971126
58.62921959520594, 71.44268750469622, 58.62921959520594, 80.50835723432148
57.505179574077836, 70.70544220833514, 57.505179574077836, 80.93312957407782
57.854300084475526, 68.52955658189732, 57.854300084475526, 80.25389746127058
58.39976092127014, 71.21322883076043, 58.39976092127014, 80.27889856038568
57.645605995246456, 68.32086249266824, 57.645605995246456, 80.04520337204151
61.66543513010551, 75.10513502746343, 61.66543513010551, 78.8604351301055
59.35836147056635, 74.78578778291049, 59.35836147056635, 80.76908534577035
59.219362540230144, 73.39327335257428, 59.219362540230144, 80.82264071786182
57.480101437289306, 70.68036407154662, 57.480101437289306, 80.9080514372893
58.2277855822908, 70.02590593678109, 58.2277855822908, 80.42803049092652
58.46583273418303, 71.27930064367331, 58.46583273418303, 80.34497037329858
59.54088285535795, 74.9683091677021, 59.54088285535795, 80.95160673056193
59.490439998324355, 74.9178663106685, 59.490439998324355, 80.90116387352835
57.53243389490163, 68.20769039232341, 57.53243389490163, 79.93203127169669
58.21125114341521, 70.0093714979055, 58.21125114341521, 80.41149605205094
59.194461783026796, 73.36837259537093, 59.194461783026796, 80.79773996065846
59.71591779099234, 76.79422682872968, 59.71591779099234, 80.80024993634709
57.94491445342571, 68.62017095084751, 57.94491445342571, 80.34451183022077
58.171286245943875, 69.96940660043416, 58.171286245943875, 80.37153115457959
59.16449049856172, 73.33840131090587, 59.16449049856172, 80.7677686761934
59.66084726635033, 76.73915630408767, 59.66084726635033, 80.74517941170508
58.22477804336438, 70.02289839785468, 58.22477804336438, 80.4250229520001
58.205588395239026, 70.00370874972931, 58.205588395239026, 80.40583330387474
58.86832369526614, 73.04223450761027, 58.86832369526614, 80.4716018728978
59.07891429870015, 73.25282511104429, 59.07891429870015, 80.68219247633182
57.507159628073126, 70.70742226233044, 57.507159628073126, 80.93510962807312
57.60931145395201, 68.2845679513738, 57.60931145395201, 80.00890883074707
57.762758179785905, 68.4380146772077, 57.762758179785905, 80.16235555658096
57.87383511662352, 68.54909161404531, 57.87383511662352, 80.27343249341858
58.470367373795774, 71.28383528328605, 58.470367373795774, 80.34950501291132
56.124862726089056, 67.16368605299249, 56.124862726089056, 79.55281272608904
58.53712092459747, 71.35058883408774, 58.53712092459747, 80.41625856371301
58.20849985202799, 70.00662020651828, 58.20849985202799, 80.40874476066371
58.38161388297364, 71.19508179246391, 58.38161388297364, 80.2607515220892
60.53859003045685, 81.17071320751994, 60.53859003045685, 81.17071320751994
58.311063128459075, 70.10918348294936, 58.311063128459075, 80.51130803709479
57.867726448080724, 68.54298294550252, 57.867726448080724, 80.26732382487579
58.585032802639596, 71.39850071212987, 58.585032802639596, 80.46417044175514
57.845692774822496, 68.5209492722443, 57.845692774822496, 80.24529015161755
58.54700103580225, 71.36046894529254, 58.54700103580225, 80.4261386749178
59.614292635297225, 76.69260167303456, 59.614292635297225, 80.69862478065197
56.967842506125024, 69.15275758538233, 56.967842506125024, 80.39579250612502
58.83687680569046, 71.65034471518074, 58.83687680569046, 80.716014444806
58.47166189030124, 71.28512979979152, 58.47166189030124, 80.35079952941679
60.79307261180014, 77.32428670387992, 60.79307261180014, 81.26857261180014
60.112910069710566, 78.73876910744792, 60.112910069710566, 81.10206155739417
58.14576200724443, 69.94388236173472, 58.14576200724443, 80.34600691588015
58.388539313237196, 71.20200722272747, 58.388539313237196, 80.26767695235274
59.34777012223469, 74.77519643457885, 59.34777012223469, 80.75849399743868
57.47307989852795, 70.67334253278526, 57.47307989852795, 80.90102989852794
58.69208979054819, 71.50555770003847, 58.69208979054819, 80.57122742966374
58.26411329197307, 70.06223364646335, 58.26411329197307, 80.46435820060879
56.99247580197439, 69.1773908812317, 56.99247580197439, 80.42042580197439
59.11267662916075, 73.28658744150489, 59.11267662916075, 80.71595480679242
57.93576412708544, 68.61102062450723, 57.93576412708544, 80.3353615038805
58.804725489470776, 71.61819339896105, 58.804725489470776, 80.68386312858632
59.46582381709514, 74.89325012943928, 59.46582381709514, 80.87654769229914
58.687117789541084, 71.50058569903136, 58.687117789541084, 80.56625542865663
57.829237855131005, 68.5044943525528, 57.829237855131005, 80.22883523192607
58.1207545465313, 69.91887490102158, 58.1207545465313, 80.32099945516701
57.396411458591594, 70.5966740928489, 57.396411458591594, 80.82436145859158
59.556054096983274, 74.98348040932743, 59.556054096983274, 80.96677797218726
58.757778123580216, 71.5712460330705, 58.757778123580216, 80.63691576269576
59.31023968787333, 74.73766600021747, 59.31023968787333, 80.72096356307732
58.072516808486654, 69.87063716297695, 58.072516808486654, 80.27276171712238
57.603580726241816, 68.27883722366361, 57.603580726241816, 80.00317810303687
58.476094158195316, 71.2895620676856, 58.476094158195316, 80.35523179731086
56.51417375391523, 67.55299708081867, 56.51417375391523, 79.94212375391523
58.84755065403555, 71.66101856352583, 58.84755065403555, 80.7266882931511
56.684096772296925, 67.72292009920037, 56.684096772296925, 80.11204677229692
58.60265149395905, 71.41611940344933, 58.60265149395905, 80.4817891330746
57.7918632898289, 68.4671197872507, 57.7918632898289, 80.19146066662397
59.39732050334573, 74.82474681568988, 59.39732050334573, 80.80804437854972
59.72159947741328, 76.79990851515062, 59.72159947741328, 80.80593162276803
58.69315657799701, 71.50662448748729, 58.69315657799701, 80.57229421711256
59.763106461112216, 76.84141549884954, 59.763106461112216, 80.84743860646695
58.699679646721904, 71.51314755621219, 58.699679646721904, 80.57881728583745
57.56169192044153, 68.23694841786333, 57.56169192044153, 79.96128929723659
58.1985158132457, 69.99663616773599, 58.1985158132457, 80.39876072188142
56.301569556041535, 67.34039288294497, 56.301569556041535, 79.72951955604152
59.762410908324945, 76.84071994606228, 59.762410908324945, 80.84674305367969
59.196045799247194, 73.36995661159133, 59.196045799247194, 80.79932397687887
58.22664002494096, 70.02476037943126, 58.22664002494096, 80.42688493357669
59.51883660833921, 74.94626292068335, 59.51883660833921, 80.9295604835432
58.04627803335067, 68.72153453077246, 58.04627803335067, 80.44587541014573
58.78764064208565, 71.60110855157593, 58.78764064208565, 80.66677828120119
58.07110289495022, 69.86922324944051, 58.07110289495022, 80.27134780358594
57.90898291320814, 68.58423941062993, 57.90898291320814, 80.3085802900032
59.14152896189188, 73.31543977423603, 59.14152896189188, 80.74480713952356
58.4621795208932, 71.27564743038347, 58.4621795208932, 80.34131716000876
58.581105516151545, 71.39457342564182, 58.581105516151545, 80.4602431552671
57.922561189684245, 68.59781768710603, 57.922561189684245, 80.3221585664793
58.986427787534595, 73.16033859987873, 58.986427787534595, 80.58970596516626
58.21125326802908, 70.00937362251938, 58.21125326802908, 80.41149817666481
58.97340770864112, 73.14731852098525, 58.97340770864112, 80.57668588627278
59.43204510505072, 74.85947141739487, 59.43204510505072, 80.8427689802547
58.785953752832405, 71.59942166232268, 58.785953752832405, 80.66509139194795
59.44105937591044, 74.8684856882546, 59.44105937591044, 80.85178325111443
57.87438094227843, 68.54963743970022, 57.87438094227843, 80.27397831907349
59.954662314697984, 77.03297135243533, 59.954662314697984, 81.03899446005273
58.7156649918884, 71.52913290137867, 58.7156649918884, 80.59480263100396
58.788152545108645, 71.60162045459892, 58.788152545108645, 80.6672901842242
58.10706524082915, 69.90518559531944, 58.10706524082915, 80.30731014946487
59.21281759443627, 73.3867284067804, 59.21281759443627, 80.81609577206794
57.29951148656362, 70.49977412082093, 57.29951148656362, 80.72746148656361
58.39701306690026, 71.21048097639054, 58.39701306690026, 80.2761507060158
59.357039469938556, 74.7844657822827, 59.357039469938556, 80.76776334514255
57.26268249134818, 70.46294512560549, 57.26268249134818, 80.69063249134818
